Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL
571,J75B7A1QRT,Celio Rust Solid Short Sleeves Polo T-shirt - M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/29/69ed1c39-e3b0-474a-99b7-c6d3e5126963_358476_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/J75B7A1QRT?custom_back=true
572,U3OXVKCH5C,Celio Burgundy Solid Formal Shirt - S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/23001fd8-d393-4879-bc1b-b0ed4380315d_843395_1.png,1S,https://www.swiggy.com/stores/instamart/p/U3OXVKCH5C?custom_back=true
573,QWC8DWNKQ5,Celio Blue Striped Regular Fit Cotton Linen Shirt - XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/ddbc5057-3a2e-440a-8022-a6714f7c6cc2_963115_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/QWC8DWNKQ5?custom_back=true
574,IDR8HJZQNM,"Furnofy 140 Gsm Premium Double Bedsheet (90x100 Inches) with 2 Pillow Covers - Flat, Olive Green",Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/6a3a4c55-7ee5-4490-b15c-430906753199_442246_2.png,1pack,https://www.swiggy.com/stores/instamart/p/IDR8HJZQNM?custom_back=true
575,ZP3HZUMTP5,Celio Black Solid Regular T-shirt - XXL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/6d172ba7-6e13-4510-8d17-867033d1c746_639284_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/ZP3HZUMTP5?custom_back=true
576,T9J1MQ7RSG,Celio Blue Solid Formal Shirt - M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/916ec1f3-d57c-4ee8-a93b-4a5b36abd1a5_361294_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/T9J1MQ7RSG?custom_back=true
577,XOIQHSHX1A,Celio Burgundy Solid Formal Shirt - L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/9ca0b5a4-ea7a-4593-83cd-c5efe765c08e_644505_1.png,1L,https://www.swiggy.com/stores/instamart/p/XOIQHSHX1A?custom_back=true
578,LF5JGUJPCP,Celio Green Solid Regular Fit Cotton Basic Polo T-shirt - XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/f52b6fdf-a429-44d5-a9f8-f9ac3015e0d5_215764_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/LF5JGUJPCP?custom_back=true
579,OUBDCOJWTT,Fackelmann Bamboo Chopping Board (20x28 cm) - Brown,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/31/b4e34682-2c49-42cb-921a-907a62d61e5b_87204_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/OUBDCOJWTT?custom_back=true
580,211716KWR1,Celio Blue Solid Formal Shirt - XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/c0902001-872e-4468-9964-05f524ac1d8f_420210_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/211716KWR1?custom_back=true
581,UK9N6MO0HP,Plan B Starry 3-Pack Training Bras - TBS-Starry - 12-14 years,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/be486dd4-a02b-4195-93d8-646f333542e0_254445_1.png,3pieces,https://www.swiggy.com/stores/instamart/p/UK9N6MO0HP?custom_back=true
582,OWQ9TMSGHD,Celio Blue Striped Regular Fit Cotton Linen Shirt - S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/ddbc5057-3a2e-440a-8022-a6714f7c6cc2_963115_1.png,1S,https://www.swiggy.com/stores/instamart/p/OWQ9TMSGHD?custom_back=true
583,Y7SK9AAQ2Q,Celio Burgundy Solid Formal Shirt - XXL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/83d87005-8520-4af2-954e-bada125fa6f6_142521_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/Y7SK9AAQ2Q?custom_back=true
584,ATR1Y9DIDY,Celio Blue Solid Formal Shirt - L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/916ec1f3-d57c-4ee8-a93b-4a5b36abd1a5_361294_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/ATR1Y9DIDY?custom_back=true
585,3UUDZZQ7C4,Celio Blue Solid Formal Shirt - S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/7d761051-ddd5-4958-9584-5521e00d3aa1_431966_1.png,1S,https://www.swiggy.com/stores/instamart/p/3UUDZZQ7C4?custom_back=true
586,IST4UDJ3IX,Celio White Solid Casual Shirt - XXL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/5450da83-715a-40c0-b9d3-f325eedad4bf_577692_1.png,1XXL,https://www.swiggy.com/stores/instamart/p/IST4UDJ3IX?custom_back=true
587,PZZ0UNUYUJ,Celio Green Solid Regular Fit Cotton Basic Polo T-shirt - M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/f52b6fdf-a429-44d5-a9f8-f9ac3015e0d5_215764_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/PZZ0UNUYUJ?custom_back=true
588,FK0A5VR96M,Plan B Basics 3-pack Padded Camisoles - PVG-Basics - 10-12 years,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/a3375222-12f4-44cd-8426-066031a2a987_966402_1.png,3pieces,https://www.swiggy.com/stores/instamart/p/FK0A5VR96M?custom_back=true
589,WHSAGP0WKX,Celio Green Solid Regular Fit Cotton Basic Polo T-shirt - XXL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/f52b6fdf-a429-44d5-a9f8-f9ac3015e0d5_215764_1.png,1XXL,https://www.swiggy.com/stores/instamart/p/WHSAGP0WKX?custom_back=true
590,ARU3PQYWKT,Plan B Starry 3-Pack Training Bras - TBS-Starry - 14-16 years,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/be486dd4-a02b-4195-93d8-646f333542e0_254445_1.png,3pieces,https://www.swiggy.com/stores/instamart/p/ARU3PQYWKT?custom_back=true
591,356WKTWL6N,Happilo Premium Wasabi Cashew,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/65a1e104-9031-4491-bc3b-2ee4ce198de9_599853_1.png,45g,https://www.swiggy.com/stores/instamart/p/356WKTWL6N?custom_back=true
592,8DYKB7W8C1,Enamor CH03-Cotton Classic Antimicrobial And Stain Release Finish Hipster Panty (Assorted) M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/29/ecacefdd-c877-4eff-b3a4-af457e6cf42d_59464_1.png,1Medium,https://www.swiggy.com/stores/instamart/p/8DYKB7W8C1?custom_back=true
593,GKFGT1MT8X,Celio Navy Solid Casual Shirt - S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/50365571-b9fa-4ae8-87d1-f83f1d4c8f6a_972751_1.png,1S,https://www.swiggy.com/stores/instamart/p/GKFGT1MT8X?custom_back=true
594,UIVKWQ4SIY,Celio Blue Solid Short Sleeves Polo T-shirt - S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/97f84fb4-ebae-4b52-ad85-aed9943a44d3_982044_1.png,1S,https://www.swiggy.com/stores/instamart/p/UIVKWQ4SIY?custom_back=true
595,BQ193URJCC,Enamor Cotton Classic Antimicrobial And Stain Release Finish Bikini Panty (Assorted) M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/5c268b67-dbfe-4a38-a42f-a21806eb4546_299726_1.png,1Medium,https://www.swiggy.com/stores/instamart/p/BQ193URJCC?custom_back=true
596,7PLKCOFSI4,Nasher Miles Tic Tac Toe Kitten Kids Backpack 30L Capacity 3 Compartments Casual Bag SchoolÂ Bag For GirlsÂ andÂ BoysÂ Pink,Bags Wallets Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/27/b7620dd4-7e14-4edd-b5f6-de9cab333c4b_406109_1.png,1pack,https://www.swiggy.com/stores/instamart/p/7PLKCOFSI4?custom_back=true
597,C52O3O1YCX,Enamor Cotton Classic Antimicrobial And Stain Release Finish Bikini Panty (Assorted) L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/5c268b67-dbfe-4a38-a42f-a21806eb4546_299726_1.png,1Large,https://www.swiggy.com/stores/instamart/p/C52O3O1YCX?custom_back=true
598,CTAZJQYZRR,Happilo Premium International Smoked Almond Cashew Mix,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/e884417e-81a3-4506-b576-01e8900955a8_491929_1.png,50g,https://www.swiggy.com/stores/instamart/p/CTAZJQYZRR?custom_back=true
599,28A60669AB,Enamor Basic Non Padded Wirefree Full Coverage Cotton Cami Bra (Black),Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/d2cde9fc-5221-40b8-bee9-1cd65f37bece_332312_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/28A60669AB?custom_back=true
600,K41BUVMOK4,Lavie Mono Sacy Zip around Wallet,Bags Wallets Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/29/036a3d70-9955-422e-9372-9b5b8e73f7db_852891_1.png,1pack,https://www.swiggy.com/stores/instamart/p/K41BUVMOK4?custom_back=true
601,OO6J6X71K7,Enamor Mid-Rise Reusable Period Hipster Briefs PP12 (Black) 2XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/88f9b3d1-4c69-4198-b935-4ad9e9569104_372548_1.png,1XXL,https://www.swiggy.com/stores/instamart/p/OO6J6X71K7?custom_back=true
602,XX6GGJIAWZ,Happilo Premium International Wasabi Peas,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/54a89d1f-8b46-45e7-bb2e-c2d3f0f29a40_304580_1.png,90g,https://www.swiggy.com/stores/instamart/p/XX6GGJIAWZ?custom_back=true
603,MP4A2YO2KA,Celio Mustard Solid Short Sleeves Polo T-shirt - L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/0e1dd13a-6efd-4074-8470-f129762c0eba_181914_1.png,1L,https://www.swiggy.com/stores/instamart/p/MP4A2YO2KA?custom_back=true
604,46RJ49VU9Y,Celio Mustard Solid Regular T-shirt - M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/dec5659c-9334-4baf-9626-7ccf02060b19_965145_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/46RJ49VU9Y?custom_back=true
605,Q298PHK8KC,Celio Navy Solid Casual Shirt - L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/50365571-b9fa-4ae8-87d1-f83f1d4c8f6a_972751_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/Q298PHK8KC?custom_back=true
606,VALPGYMKUQ,Happilo Premium International Cajun Almond Cashew Mix,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/53f94f05-a0bd-402a-ba1b-02781cd0f7fa_956800_1.png,50g,https://www.swiggy.com/stores/instamart/p/VALPGYMKUQ?custom_back=true
607,W1GA2KVJOZ,Enamor Mid-Rise Reusable Period Hipster Briefs PP12 (Black) XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/0f699ff4-e81c-4eca-9dc2-a62744b3a98a_830618_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/W1GA2KVJOZ?custom_back=true
608,KKK43WN421,Celio Blue Solid Short Sleeves Polo T-shirt - M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/26/97f84fb4-ebae-4b52-ad85-aed9943a44d3_982044_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/KKK43WN421?custom_back=true
609,P3QV3WMIMT,Enamor Mid-Rise Reusable Period Hipster Briefs PP12 (Black) S,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/0f699ff4-e81c-4eca-9dc2-a62744b3a98a_830618_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/P3QV3WMIMT?custom_back=true
610,HPAXGOOAZF,"Enamor Womens Non-Padded, Wirefree & High Coverage Low Impact Sports Bra (Black) XS",Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/4cf8171c-3965-4663-980b-85eda8f0aad6_236061_1.png,1XS,https://www.swiggy.com/stores/instamart/p/HPAXGOOAZF?custom_back=true
611,APVI2LG0V5,Celio Mustard Solid Short Sleeves Polo T-shirt - XXL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/6f907790-f34d-4ca9-94fe-19cd50174ec0_508664_1.png,1XXL,https://www.swiggy.com/stores/instamart/p/APVI2LG0V5?custom_back=true
612,6X7D5WIO8Q,Enamor Mid-Rise Reusable Period Hipster Briefs PP12 (Black) L,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/0f699ff4-e81c-4eca-9dc2-a62744b3a98a_830618_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/6X7D5WIO8Q?custom_back=true
613,VL8BGIJSRL,Lavie Mono Sacy Womens's Zip around Wallet (Pink),Bags Wallets Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/29/ff349113-91cd-4975-8f35-7d14e014681d_174581_1.png,1pack,https://www.swiggy.com/stores/instamart/p/VL8BGIJSRL?custom_back=true
614,T5ZDILZB1G,Enamor Cotton Classic Antimicrobial And Stain Release Finish Bikini Panty (Assorted) XL,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/5c268b67-dbfe-4a38-a42f-a21806eb4546_299726_1.png,1XL,https://www.swiggy.com/stores/instamart/p/T5ZDILZB1G?custom_back=true
615,IPK0Z86A59,Happilo Premium International Cocktail Nut Mix,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/863c845a-48e7-4b56-a708-bc3bf3ae8ec3_167173_1.png,55g,https://www.swiggy.com/stores/instamart/p/IPK0Z86A59?custom_back=true
616,5J0W78Y4PO,Enamor Mid-Rise Reusable Period Hipster Briefs PP12 (Black) M,Clothing,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/24/88f9b3d1-4c69-4198-b935-4ad9e9569104_372548_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/5J0W78Y4PO?custom_back=true
617,8NXC5T18S9,Pattammal Seafoods Black Pomfret,Meat and Sea Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/8d086c09-cf25-44ce-8290-fde5a0f2602a_605625_1.png,350g,https://www.swiggy.com/stores/instamart/p/8NXC5T18S9?custom_back=true
618,BYTQBP0004,Suhana Pickle masala,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/30c196ff-005b-44dc-8b19-929ed5d2c6b0_781012_1.png,100g,https://www.swiggy.com/stores/instamart/p/BYTQBP0004?custom_back=true
619,C14NZ4PY5L,Natch Chickpea Puffs Barbeque - All Natural & Gluten Free,Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/25/9636007a-2393-46aa-a24c-23260570cf11_485991_1.png,65g,https://www.swiggy.com/stores/instamart/p/C14NZ4PY5L?custom_back=true
620,I0XLW7HI2F,K P Namboodiri's Ayurvedic Chemparathi Thaali,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/4a3a804f-8333-4640-b76c-6849abc80186_306737_1.png,200ml,https://www.swiggy.com/stores/instamart/p/I0XLW7HI2F?custom_back=true
621,I346OIOQNM,Pattammal Seafoods White Pomfret,Meat and Sea Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/a5b354d6-3b76-4194-8f9c-6a9f6bc0c8ec_996258_1.png,350g,https://www.swiggy.com/stores/instamart/p/I346OIOQNM?custom_back=true
622,S5RFBY4PTZ,Parsi Dairy Farm Malai Kulfi,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/fa8b151b-0e19-416d-b41c-58e6f9f6847b_398298_1.png,300g,https://www.swiggy.com/stores/instamart/p/S5RFBY4PTZ?custom_back=true
623,V8J1CW6LVR,Parsi Dairy Farm Pista Kulfi,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/7/028d512d-e492-420a-add8-a8142aace7ae_627100_1.png,300g,https://www.swiggy.com/stores/instamart/p/V8J1CW6LVR?custom_back=true
624,ZO9SO37OFM,Kimirica Five Elements Refreshing Shower Gel with Mimosa & Orange Blossom,Bath Body and Hair,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/3/25850147-ed96-473d-8355-4b2b6db89cd3_363118_1.png,300ml,https://www.swiggy.com/stores/instamart/p/ZO9SO37OFM?custom_back=true
625,IRAI4DSCTH,Parsi Dairy Farm Mango Kulfi,Ice Cream and Indian Sweets,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/dccaed70-1e8e-428a-8092-e31476383772_298135_1.png,300g,https://www.swiggy.com/stores/instamart/p/IRAI4DSCTH?custom_back=true
626,N2GDO3XQMS,Parsi Dairy Farm Cow Ghee Tin,Edible Oils and Ghee,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/61aebd6b-f1e0-4c59-a6b5-7b4115ba0011_245061_1.png,500g,https://www.swiggy.com/stores/instamart/p/N2GDO3XQMS?custom_back=true
627,AJPJSY1B2T,Nutri Chicken Drumstick,Meat and Sea Food,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/6/6c6db31d-0ecb-468c-9daa-47bdacbe489d_797065_1.png,5pieces,https://www.swiggy.com/stores/instamart/p/AJPJSY1B2T?custom_back=true
628,WDYR4MRY7B,Meena KI Fauj Chicken Sukha RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/76182dda-e954-469d-9b53-4849525ff5e9_863101_1.png,40g,https://www.swiggy.com/stores/instamart/p/WDYR4MRY7B?custom_back=true
629,5OWPHUI6L2,Meena KI Fauj Chicken Masala RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/b0d9bea0-09ea-4a4a-bc31-2519813b0347_661031_1.png,80g,https://www.swiggy.com/stores/instamart/p/5OWPHUI6L2?custom_back=true
630,X0HYLJ1UZB,Meena KI Fauj Biryani -RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/cbb97fcf-76f3-41d1-861d-08befb08c5cb_671376_1.png,80g,https://www.swiggy.com/stores/instamart/p/X0HYLJ1UZB?custom_back=true
631,NVIVQAFWBF,Meena KI Fauj Misal Rassa RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/85aaa924-b3d4-4935-8bf5-76f2ff91fa8c_768452_1.png,40g,https://www.swiggy.com/stores/instamart/p/NVIVQAFWBF?custom_back=true
632,NDPGS5A6GR,"MuscleBlaze Creatine Monohydrate CreAMPâ„¢ with CreAbsorbâ„¢, (Unflavoured)",Nutraceuticals,0,250g,https://www.swiggy.com/stores/instamart/p/NDPGS5A6GR?custom_back=true
633,63Z41NFBQZ,"Whiskas Tasty Mix Wet Cat Food, Tuna with Kanikama and Carrot in Gravy 70g (Pack of 28)",Pet Supplies,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/24/a951c362-8be7-4464-91d4-192ecba2a470_555685_1.png,1pack,https://www.swiggy.com/stores/instamart/p/63Z41NFBQZ?custom_back=true
634,0OR6L2FVNS,KOZHIKODENS Banana chips coconut oil,Munchies And Snacks,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/5/25b77d31-ac42-4eda-a60e-9a6196da173f_374809_1.png,200g,https://www.swiggy.com/stores/instamart/p/0OR6L2FVNS?custom_back=true
635,1QW73HDZLS,"Whiskas Tasty Mix Wet Cat Food, Seafood Cocktail Wakame Seaweed in Gravy 70g (Pack of 28)",Pet Supplies,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/19/48a3237a-6cbd-4de7-b910-2ab31e8f7c49_975396_1.png,1pack,https://www.swiggy.com/stores/instamart/p/1QW73HDZLS?custom_back=true
636,6SL52X5WK9,Goldiee Hing Super Gold 50G.,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/21/cd438e87-e86d-4e49-a163-d478315a678f_184865_1.png,50g,https://www.swiggy.com/stores/instamart/p/6SL52X5WK9?custom_back=true
637,JHJYW49YIL,Goldiee Hing Super Gold 100G.,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/22/60d9b20c-e2c6-48f7-8d0a-3dadf4c3d8eb_560373_1.png,100g,https://www.swiggy.com/stores/instamart/p/JHJYW49YIL?custom_back=true
638,JN08AY932Y,Meena KI Fauj Mutton Kheema RTC Curry Paste,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/18/e311305e-d40c-4362-85c4-9b4be40c5d24_753851_1.png,80g,https://www.swiggy.com/stores/instamart/p/JN08AY932Y?custom_back=true
639,CBDPQ15297,Goldiee Hing Five Star 50G.,"Masala, Pickle and Papad",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/21/e41e942b-553e-4c9e-bc4e-acc76c6ceeff_157306_1.png,50g,https://www.swiggy.com/stores/instamart/p/CBDPQ15297?custom_back=true
640,2306XOD3S7,Nua Ultra -Safe Night pads XXXL,Hygiene and Wellness,0,8pieces,https://www.swiggy.com/stores/instamart/p/2306XOD3S7?custom_back=true
641,7D89OMT5PH,Nestle a+ Greek Yoghurt - Unsweetened & Low Fat,"Dairy, Bread and Eggs",https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/4/3adca0a4-c9cc-48e5-978a-c3d82dcd2970_385647_1.png,90g,https://www.swiggy.com/stores/instamart/p/7D89OMT5PH?custom_back=true
642,54B5RS2V12,"Sanfe Glam Strands Hair Extensions (Magenta) | 100% Human Hair, Color Streaks (18 inches, Pack of 2)",Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/c06055c2-4bed-4529-a610-a400c406c245_288163_1.png,2pieces,https://www.swiggy.com/stores/instamart/p/54B5RS2V12?custom_back=true
643,30PKR0YX2C,Praakritik Organic Almonds California,Dry Fruits and Nuts,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/1/5dd73913-ee0e-4d66-8657-2c89aaa4bf5f_403186_1.png,200g,https://www.swiggy.com/stores/instamart/p/30PKR0YX2C?custom_back=true
644,2SGVX9I8ZI,"Sanfe Glam Strands Hair Extensions (Purplle) | 100% Human Hair, Color Streaks (18 inches, Pack of 2)",Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/28/fd612813-da53-46f5-b1b4-87419d649262_816198_1.png,2pieces,https://www.swiggy.com/stores/instamart/p/2SGVX9I8ZI?custom_back=true
